slope,aspect,slope_shape,lithology_grade,fault_distance_km,lineament_density,geomorphology_unit,lulc_class,twi,rainfall_24h_mm,rainfall_72h_antecedent_mm,rainfall_intensity_max_mm_h,soil_saturation_pct,pore_water_pressure_kpa,sar_coherence_loss,sar_backscatter_diff_db,ndvi_vegetation_loss,osm_road_distance_m,osm_settlement_distance_m,geotechnical_fs,landslide_occurrence,risk_severity
22.76,326.73,-0.439,1,10.892,2.106,3,3,4.42,26.67,111.28,5.3,78.56,18.94,0.327,-5.85,0.232,5.0,455.0,1.775,0,LOW
27.59,20.5,-0.066,3,0.132,0.726,2,1,9.57,218.12,548.96,42.51,100.0,95.0,0.98,-3.26,0.223,286.3,279.1,0.509,1,CRITICAL
32.33,74.05,-0.421,1,1.209,2.437,0,3,8.64,41.92,140.68,5.98,95.56,29.23,0.536,1.9,0.205,762.5,628.7,0.782,1,CRITICAL
30.38,171.69,-0.372,2,0.252,1.179,2,0,11.0,170.72,293.18,21.71,100.0,73.26,0.98,-7.31,0.111,654.8,567.2,0.527,0,HIGH
31.77,155.36,0.04,4,7.398,2.004,3,3,7.35,1.99,69.49,0.3,70.46,8.81,0.339,-3.23,0.228,790.3,97.8,0.898,0,HIGH
25.79,230.72,-0.338,4,3.154,2.661,3,1,10.0,7.09,78.89,0.79,78.24,11.96,0.287,-1.25,0.263,326.2,86.0,1.063,1,HIGH
40.64,340.1,0.149,4,2.68,3.664,1,2,8.53,31.73,135.34,2.54,93.66,22.82,0.516,-6.67,0.054,157.0,54.6,0.431,1,CRITICAL
16.24,40.47,0.522,3,0.493,0.113,0,0,5.05,141.7,368.25,18.36,100.0,66.28,0.975,1.17,0.052,209.3,59.0,0.779,0,HIGH
22.57,162.67,-0.052,5,2.35,0.978,2,3,9.75,51.13,156.69,4.22,100.0,28.2,0.433,-2.35,0.333,362.7,127.0,0.886,1,HIGH
6.78,69.27,0.046,2,1.78,0.495,2,2,9.28,112.97,238.13,9.68,100.0,42.86,0.772,-3.36,0.158,99.4,193.6,3.322,0,MODERATE
16.04,321.88,0.706,4,1.328,0.498,0,0,6.07,21.67,105.91,1.82,79.82,15.22,0.272,-0.74,0.063,59.5,436.6,1.685,1,HIGH
37.0,347.25,-0.416,3,5.177,3.978,2,1,8.14,7.68,82.56,1.56,76.07,12.23,0.412,-2.0,0.278,19.7,616.7,1.158,1,HIGH
31.23,172.33,0.417,5,0.221,3.938,1,0,12.14,18.36,82.48,1.84,83.24,12.36,0.383,-2.86,0.216,181.3,67.5,0.834,1,CRITICAL
3.8,37.44,0.375,4,3.641,3.172,2,1,6.44,67.37,159.08,7.79,97.49,27.92,0.421,-4.9,0.072,26.9,131.0,5.728,0,MODERATE
58.57,282.71,0.299,5,6.06,2.737,0,1,9.1,133.33,389.12,19.82,100.0,70.04,0.98,-6.81,0.142,172.7,403.1,0.206,1,CRITICAL
24.18,250.97,0.452,2,8.325,3.577,3,1,5.09,39.45,135.97,6.08,87.67,21.46,0.484,-0.97,0.095,469.2,638.8,1.521,0,LOW
24.43,127.68,0.098,4,4.795,0.339,2,2,6.25,13.99,84.68,1.36,73.34,11.18,0.288,1.9,0.116,46.5,773.2,1.155,0,MODERATE
15.43,319.47,-0.204,4,1.162,0.59,1,3,9.28,65.98,217.94,13.68,100.0,47.15,0.533,-0.14,0.325,36.0,217.6,0.823,1,CRITICAL
17.5,351.3,0.383,4,3.211,1.4,2,0,8.06,14.26,52.0,1.6,66.16,6.19,0.316,-2.21,0.13,78.9,265.8,1.796,0,LOW
24.03,200.83,0.396,3,0.534,3.513,0,0,7.06,54.9,181.63,11.64,100.0,32.69,0.59,-2.78,0.058,24.3,509.8,1.138,0,MODERATE
30.29,203.66,0.387,1,0.436,2.036,3,1,11.25,7.01,75.42,0.81,79.38,10.78,0.275,2.71,0.125,127.0,146.7,1.534,0,LOW
26.46,107.1,0.016,2,3.562,2.165,2,0,5.47,108.34,249.73,8.71,100.0,44.95,0.829,-5.36,0.066,262.8,38.8,0.577,1,CRITICAL
16.17,210.42,-0.251,2,6.666,1.04,2,2,7.18,106.31,333.71,22.97,100.0,72.82,0.658,-7.5,0.097,178.9,263.5,0.86,1,HIGH
12.73,158.27,0.067,5,0.244,2.758,0,1,8.58,50.65,133.56,7.48,93.19,22.4,0.43,-1.58,0.09,356.8,1909.3,1.882,0,LOW
12.19,108.79,0.33,4,0.392,3.74,0,2,5.58,2.53,73.12,0.51,68.45,9.01,0.189,0.88,0.057,35.9,210.5,2.498,0,LOW
38.53,24.19,0.359,1,2.918,1.451,2,0,8.62,21.37,96.5,3.91,81.4,14.14,0.547,-7.85,0.058,116.5,159.4,1.067,1,HIGH
36.11,90.97,-0.15,5,0.862,2.639,0,2,9.86,9.67,102.18,1.02,85.45,16.88,0.486,-0.4,0.174,151.1,778.1,0.631,1,CRITICAL
28.81,71.23,0.11,2,3.312,1.461,2,3,7.25,48.18,117.66,9.56,85.7,18.15,0.52,-4.98,0.269,172.4,1126.2,1.343,0,MODERATE
38.38,195.14,-0.458,3,0.845,3.35,1,1,5.99,6.97,89.44,0.61,74.41,12.82,0.457,-4.89,0.341,19.9,682.8,1.101,0,MODERATE
20.64,216.6,0.345,2,0.433,2.047,1,3,6.81,132.48,341.37,20.01,100.0,61.45,0.96,-4.57,0.442,18.6,333.8,0.697,1,CRITICAL
34.48,219.09,-0.274,5,2.761,1.492,0,0,2.5,123.38,368.54,14.26,100.0,81.14,0.955,-6.55,0.067,24.7,986.6,0.197,1,CRITICAL
29.61,139.75,0.275,4,6.937,1.822,3,0,9.71,11.03,55.43,1.44,70.22,7.01,0.431,-5.85,0.205,42.4,401.1,1.003,1,HIGH
34.97,151.64,-0.402,3,4.044,0.474,3,3,8.08,77.16,256.55,14.35,100.0,55.44,0.772,-2.47,0.232,5.0,157.5,0.445,1,CRITICAL
11.42,300.33,0.361,4,5.977,3.651,0,2,7.11,77.5,141.27,13.62,93.01,23.65,0.565,-2.86,0.065,100.6,1243.3,2.038,0,MODERATE
3.34,171.44,0.113,2,1.084,4.028,1,0,3.83,32.85,125.21,4.65,81.97,18.47,0.298,-6.15,0.098,148.4,481.3,12.672,0,LOW
25.59,355.6,-0.273,3,7.6,2.057,1,1,9.94,10.79,63.13,0.93,73.09,9.6,0.28,-4.93,0.077,222.8,64.5,1.846,0,LOW
18.08,158.26,0.242,3,1.656,1.007,1,1,6.54,9.21,45.0,0.79,61.17,4.95,0.298,-0.22,0.107,7.8,184.1,2.914,0,LOW
4.43,233.85,-0.207,2,6.698,2.825,3,2,8.74,87.43,231.77,15.59,100.0,52.21,0.53,-1.63,0.133,164.9,485.1,3.625,0,MODERATE
41.77,18.13,0.262,5,2.23,1.955,2,2,7.47,16.16,104.77,3.44,81.98,15.46,0.516,-8.14,0.079,778.7,817.1,0.534,1,CRITICAL
36.16,235.2,-0.096,4,1.091,1.134,3,0,3.95,60.12,124.28,11.94,81.88,18.32,0.67,-5.56,0.113,389.6,2020.3,0.612,1,CRITICAL
26.82,306.51,-0.602,2,1.055,0.258,3,2,10.29,130.59,368.92,12.68,100.0,82.08,0.98,-4.02,0.129,108.4,101.8,0.571,1,CRITICAL
13.22,339.28,-0.344,2,2.935,3.748,2,1,9.87,58.45,192.63,5.67,100.0,41.69,0.558,-1.31,0.127,209.2,736.5,1.688,0,LOW
6.56,359.04,-0.151,1,0.288,3.367,2,2,9.18,237.13,402.44,39.24,100.0,95.0,0.98,-4.92,0.257,335.8,56.7,2.252,0,MODERATE
4.37,101.58,0.479,2,9.31,3.499,3,1,8.19,67.41,170.78,11.6,100.0,30.74,0.522,-1.04,0.134,47.0,514.8,7.175,0,MODERATE
15.97,207.13,0.315,3,1.109,1.903,2,1,4.87,24.55,109.4,4.08,78.77,15.51,0.299,-3.49,0.082,21.0,50.9,2.732,0,LOW
32.01,162.26,0.568,2,1.431,3.188,0,0,9.41,124.39,255.95,25.37,100.0,46.07,0.98,-3.24,0.058,270.1,369.7,0.512,1,CRITICAL
18.19,202.97,0.579,4,0.93,2.483,2,1,12.35,24.21,85.85,2.72,84.7,13.09,0.316,-2.67,0.103,374.0,332.6,1.51,0,LOW
29.0,56.68,-0.187,3,0.05,1.637,2,0,7.76,231.42,486.09,24.1,100.0,95.0,0.98,-7.23,0.119,202.2,1011.0,0.493,1,CRITICAL
29.78,308.21,-0.066,2,4.128,3.555,3,0,7.8,42.22,155.31,8.78,98.74,27.6,0.536,-5.82,0.115,332.9,346.4,0.956,1,HIGH
31.77,327.44,-0.144,5,3.125,4.195,2,1,5.08,199.09,370.81,36.05,100.0,90.64,0.98,-4.44,0.114,355.4,567.0,0.205,1,CRITICAL
5.74,161.88,-0.235,2,5.806,3.787,0,0,2.95,13.19,68.24,2.37,62.14,9.22,0.133,-5.59,0.088,289.3,897.0,8.927,0,LOW
13.97,100.95,-0.645,3,0.147,3.282,1,2,6.71,0.75,24.64,0.09,54.96,2.53,0.159,-4.14,0.303,772.6,68.3,3.953,0,LOW
28.71,50.7,-0.005,3,9.241,3.165,3,0,10.76,14.19,98.5,2.38,85.89,15.23,0.221,0.23,0.126,215.0,56.5,1.423,1,HIGH
46.53,246.16,-0.45,2,1.406,2.766,3,1,10.46,6.73,43.27,1.22,67.67,6.08,0.438,-1.75,0.07,16.4,57.9,1.081,0,MODERATE
39.79,112.4,-0.012,2,8.549,3.6,2,3,7.36,86.07,272.13,14.12,100.0,48.98,0.816,-0.29,0.201,233.2,176.6,0.468,1,CRITICAL
26.07,327.43,0.741,2,0.397,2.122,0,0,8.45,19.97,68.56,3.66,72.14,8.9,0.483,-2.44,0.118,285.6,222.2,1.869,0,LOW
42.0,241.56,-0.178,5,4.768,0.845,0,1,4.82,66.31,233.2,10.78,100.0,49.93,0.803,-3.91,0.16,116.7,17.7,0.184,1,CRITICAL
25.96,232.45,0.068,4,3.031,3.249,2,2,7.74,71.8,228.89,15.62,100.0,41.2,0.683,0.23,0.059,179.2,129.0,0.492,1,CRITICAL
7.91,201.38,0.317,4,1.552,3.87,3,0,6.35,75.76,210.31,11.28,100.0,37.86,0.65,-3.72,0.1,412.1,3.1,2.207,0,MODERATE
31.48,16.48,0.098,3,0.289,1.5,3,2,7.62,116.18,245.22,9.5,100.0,44.14,0.843,-2.82,0.336,355.3,95.4,0.486,1,CRITICAL
40.51,335.49,0.102,3,3.249,3.31,3,0,6.9,10.48,50.05,1.08,63.43,5.71,0.473,-1.82,0.105,54.8,224.6,1.235,0,MODERATE
54.11,226.06,-0.127,2,0.094,1.222,2,0,6.86,3.37,61.26,0.72,66.95,7.79,0.651,-0.97,0.204,76.1,632.0,0.897,1,HIGH
15.7,357.86,-0.081,1,2.435,3.965,3,3,9.69,1.96,30.14,0.29,62.09,3.37,0.21,-1.79,0.212,236.7,2664.1,3.613,0,LOW
10.66,193.45,-0.336,2,3.244,2.902,1,0,11.82,7.12,33.04,0.69,66.85,4.83,0.179,0.85,0.098,138.6,100.0,5.034,0,LOW
34.53,255.64,0.296,3,4.616,2.434,0,1,7.13,30.99,115.15,3.15,84.68,17.55,0.572,-1.65,0.085,388.7,543.6,1.092,1,HIGH
27.79,20.24,-0.61,1,16.619,3.297,3,0,10.62,222.48,506.33,18.7,100.0,95.0,0.98,-6.48,0.052,29.9,195.5,0.62,1,CRITICAL
26.44,227.43,0.34,1,1.054,3.434,1,0,4.77,28.32,97.43,3.16,74.76,13.11,0.516,-1.13,0.109,110.3,852.4,1.723,0,LOW
42.31,275.27,-0.491,2,1.362,3.759,2,0,7.3,39.21,76.22,8.55,72.53,14.66,0.676,-5.85,0.091,128.3,182.5,0.958,1,HIGH
34.46,280.27,0.337,3,1.46,3.795,2,1,4.65,109.47,252.59,13.8,100.0,45.47,0.914,-0.86,0.126,157.7,166.6,0.448,1,CRITICAL
29.21,277.24,-0.124,3,4.603,0.316,0,2,6.81,163.04,445.11,18.76,100.0,95.0,0.98,-8.23,0.113,407.1,344.7,0.491,1,CRITICAL
16.9,81.46,-0.431,1,9.4,0.604,0,2,9.07,231.13,635.92,40.09,100.0,95.0,0.98,-7.48,0.098,5.2,2743.5,0.918,1,CRITICAL
32.99,351.14,0.203,2,12.818,3.487,1,1,9.96,113.83,288.59,19.85,100.0,51.95,0.94,-4.61,0.059,43.7,195.8,0.504,1,CRITICAL
10.37,358.27,0.325,2,10.203,3.979,2,2,5.79,45.38,186.89,9.78,100.0,33.64,0.439,-1.48,0.097,224.3,101.8,2.77,0,LOW
25.92,27.21,-0.153,1,7.403,1.361,0,2,8.51,16.94,87.39,3.09,78.28,14.35,0.373,2.51,0.333,186.8,535.6,1.697,0,LOW
21.75,337.12,0.252,2,16.478,0.135,1,3,10.21,59.29,110.31,5.66,88.67,17.61,0.646,0.19,0.226,847.2,1009.1,1.85,0,LOW
7.64,104.2,-0.8,1,1.65,1.423,2,1,9.89,14.24,108.36,3.11,87.48,18.77,0.236,-5.17,0.089,16.1,797.4,5.393,0,LOW
27.83,248.14,-0.462,4,10.369,1.67,0,3,8.07,3.73,21.23,0.69,56.32,2.6,0.356,-3.49,0.347,98.5,954.6,1.178,1,HIGH
15.72,121.72,0.452,3,5.01,3.22,0,1,6.2,163.65,420.19,19.03,100.0,75.63,0.978,-7.97,0.109,421.3,15.4,0.802,1,CRITICAL
27.47,348.39,-0.078,2,0.646,0.295,1,2,5.98,43.11,121.4,5.02,84.62,18.49,0.503,-5.31,0.05,911.0,37.7,1.415,0,LOW
12.25,36.54,-0.652,1,0.163,0.972,1,2,5.65,46.13,161.92,9.89,96.98,33.8,0.437,-3.6,0.112,1444.0,707.3,2.229,0,LOW
34.64,179.19,-0.245,2,0.845,3.765,2,3,7.43,61.07,162.12,6.53,100.0,36.51,0.726,0.85,0.364,96.6,239.4,0.521,1,CRITICAL
50.31,154.1,-0.323,2,5.28,0.735,3,1,5.69,39.03,137.17,4.37,89.14,26.69,0.768,-2.59,0.144,253.5,270.1,0.513,1,CRITICAL
10.37,117.37,-0.058,5,3.496,3.213,0,2,8.99,38.2,151.78,4.98,99.75,27.25,0.321,-2.25,0.163,886.0,228.0,2.125,0,LOW
12.24,232.39,-0.13,4,0.889,1.581,3,1,8.0,160.34,345.7,28.08,100.0,81.47,0.958,-3.83,0.053,1059.4,83.1,0.48,1,CRITICAL
9.23,47.18,0.063,1,4.741,2.817,1,3,7.9,110.23,243.97,15.45,100.0,43.91,0.663,-5.75,0.216,35.1,1260.3,2.084,0,MODERATE
19.61,258.0,-0.024,4,0.533,0.403,2,3,3.45,15.54,63.99,1.92,61.69,7.11,0.359,-1.69,0.27,122.5,591.3,1.587,0,LOW
27.24,353.01,0.476,2,6.038,1.275,3,0,7.56,22.42,54.85,2.63,66.16,6.53,0.501,-1.03,0.063,370.4,175.4,1.887,0,LOW
31.93,289.64,0.149,1,5.532,1.842,2,1,6.49,70.24,191.66,6.85,100.0,34.5,0.699,3.54,0.162,229.2,403.4,0.613,1,CRITICAL
25.64,309.61,0.16,4,12.587,3.615,0,0,12.27,55.02,162.94,8.61,100.0,29.33,0.583,0.01,0.071,240.3,337.7,0.713,1,CRITICAL
31.41,129.47,0.408,1,0.57,2.41,0,0,4.68,94.45,177.31,11.17,100.0,31.92,0.83,1.03,0.081,157.7,291.4,0.712,0,HIGH
21.31,116.96,-0.136,3,8.299,0.285,2,3,7.05,84.54,190.34,10.69,100.0,44.41,0.67,-2.82,0.203,520.7,1478.0,0.932,1,HIGH
15.61,186.14,-0.442,4,1.46,3.388,1,1,8.34,80.14,197.39,6.5,100.0,45.15,0.564,-1.48,0.094,18.7,269.5,0.865,1,HIGH
12.44,16.46,0.422,3,1.883,0.324,2,1,5.36,137.94,363.66,21.29,100.0,65.46,0.942,-3.3,0.074,72.9,427.9,0.994,1,HIGH
20.02,340.33,0.048,5,2.212,3.931,1,2,11.74,94.56,300.28,16.78,100.0,54.05,0.741,-7.56,0.053,340.1,135.7,0.506,1,CRITICAL
12.63,51.76,0.049,4,3.451,0.968,1,2,11.79,18.08,91.34,3.79,85.45,14.05,0.264,-7.72,0.061,479.1,205.2,2.178,0,LOW
26.8,325.08,-0.222,4,18.382,2.1,2,0,5.61,134.05,361.14,14.42,100.0,81.09,0.98,-6.69,0.09,988.1,383.4,0.247,1,CRITICAL
12.76,30.09,-0.216,3,3.207,0.396,2,0,6.2,26.57,81.5,5.55,72.24,13.79,0.335,1.38,0.084,98.3,1174.0,3.592,0,LOW
16.63,296.14,0.296,1,9.147,2.403,2,2,12.22,157.17,411.83,20.52,100.0,74.13,0.933,-5.33,0.208,69.7,1617.9,0.932,1,HIGH
38.42,54.71,0.345,4,1.03,2.139,1,0,10.57,113.02,267.49,21.74,100.0,48.15,0.98,-1.51,0.079,83.7,745.5,0.204,1,CRITICAL
40.36,13.73,0.274,5,1.779,1.782,1,0,6.69,5.0,77.02,1.03,71.69,9.94,0.356,1.96,0.093,80.3,774.4,0.65,1,CRITICAL
39.69,259.02,0.278,3,2.458,0.246,2,1,8.45,95.89,207.25,20.58,100.0,37.31,0.92,-6.33,0.092,181.3,58.0,0.425,1,CRITICAL
21.51,100.9,0.199,5,1.365,3.704,3,3,4.45,45.07,176.65,5.66,99.54,31.65,0.519,1.59,0.273,93.4,1058.1,0.875,0,HIGH
15.99,257.22,0.046,1,13.183,3.391,2,0,12.33,245.52,361.74,28.59,100.0,65.11,0.98,-9.02,0.236,42.0,1338.1,0.965,0,HIGH
29.01,199.83,-0.061,2,4.527,2.695,3,2,7.66,39.86,98.75,5.64,80.39,14.29,0.481,-2.51,0.14,15.4,118.5,1.47,0,LOW
12.93,39.17,0.424,2,2.281,2.446,0,2,8.79,4.51,42.51,0.71,64.42,4.93,0.211,-3.99,0.196,82.7,318.8,4.161,0,LOW
32.76,335.57,-0.131,3,4.87,2.949,3,0,5.44,22.55,74.79,3.98,68.73,11.96,0.471,-1.06,0.067,476.3,226.5,1.37,0,LOW
15.14,162.83,0.129,4,2.205,0.69,2,2,5.0,36.56,138.68,6.47,88.38,22.06,0.447,-2.34,0.196,521.2,616.5,1.574,0,LOW
19.55,264.4,-0.281,2,0.061,3.924,3,1,8.49,58.26,184.03,5.61,100.0,40.12,0.569,-0.37,0.146,250.4,74.1,1.116,1,HIGH
33.15,180.37,-0.231,5,2.742,1.267,1,2,11.72,10.72,62.58,1.78,76.11,9.86,0.445,1.08,0.078,141.0,594.9,0.822,0,HIGH
6.34,217.57,-0.083,3,3.435,2.792,2,3,6.31,47.05,120.34,4.87,84.87,18.38,0.447,1.81,0.381,86.8,847.4,6.604,0,LOW
15.52,109.0,-0.281,3,13.91,2.588,2,0,5.35,42.94,143.06,7.71,90.4,28.43,0.428,-0.18,0.137,11.3,57.4,2.163,0,LOW
27.11,72.13,0.279,4,0.146,2.71,2,2,8.17,117.78,330.85,25.52,100.0,59.55,0.979,-1.52,0.1,1300.2,118.0,0.245,1,CRITICAL
30.27,195.33,-0.472,1,2.512,3.704,1,1,11.1,23.41,77.2,4.4,79.69,13.88,0.455,-2.79,0.148,134.6,59.4,1.435,0,LOW
27.68,158.48,0.035,4,0.362,1.313,1,0,6.1,38.8,159.87,6.88,97.13,27.95,0.56,-2.42,0.051,130.7,742.5,0.671,1,CRITICAL
19.41,140.44,0.046,2,0.565,3.171,2,0,6.95,31.98,106.62,2.91,81.63,15.66,0.39,-1.05,0.081,141.8,9.9,2.216,0,LOW
34.91,242.12,-0.634,2,3.3,2.553,3,2,9.34,65.02,163.82,6.88,100.0,37.29,0.734,-5.6,0.17,419.9,1011.3,0.491,1,CRITICAL
12.18,248.58,-0.154,3,0.922,0.412,1,0,9.58,117.59,236.43,15.26,100.0,56.67,0.843,-0.74,0.207,300.7,346.8,1.168,0,MODERATE
11.85,16.53,0.089,5,4.84,1.798,1,1,6.87,73.18,171.37,15.42,100.0,30.85,0.507,-3.0,0.179,803.3,109.3,1.732,0,MODERATE
26.96,121.95,0.15,3,2.527,3.536,3,2,9.91,40.66,140.58,5.14,97.83,24.76,0.566,-1.53,0.155,21.7,73.6,1.208,1,HIGH
11.33,148.24,-0.072,4,0.862,1.393,2,2,8.66,66.02,161.14,12.8,100.0,29.01,0.53,-6.32,0.105,907.4,75.2,1.832,0,MODERATE
51.22,34.88,0.237,4,2.383,2.077,1,3,7.54,25.28,61.36,2.39,68.2,7.53,0.738,-2.61,0.217,249.3,140.0,0.515,1,CRITICAL
15.79,84.92,-0.038,2,0.05,2.103,0,0,9.49,10.11,44.02,1.75,66.16,5.24,0.264,0.75,0.059,742.3,37.8,3.369,0,LOW
34.57,18.59,0.005,4,6.951,2.634,2,2,9.18,25.04,145.44,4.73,98.07,25.67,0.516,-0.65,0.256,404.2,720.0,0.512,1,CRITICAL
10.11,358.65,0.088,3,0.05,3.724,1,3,5.2,38.12,100.8,5.95,76.61,13.9,0.364,0.11,0.219,1201.9,143.8,4.498,0,LOW
45.62,265.16,0.324,2,0.05,0.812,0,0,10.76,37.6,133.44,7.05,97.07,23.32,0.686,-2.8,0.073,67.1,6.8,0.554,1,CRITICAL
22.34,31.48,-0.237,3,3.309,2.169,2,2,8.26,86.96,210.35,15.77,100.0,48.3,0.604,-2.62,0.152,205.9,717.8,0.747,1,CRITICAL
15.54,7.29,-0.17,2,12.71,1.839,1,0,10.53,179.03,468.96,26.28,100.0,95.0,0.98,-5.04,0.163,781.4,396.8,0.891,0,HIGH
18.64,258.94,-0.234,2,6.781,1.313,1,2,7.61,32.02,97.63,6.44,79.95,17.89,0.443,-0.18,0.092,41.4,14.5,2.233,0,LOW
14.08,158.11,-0.116,2,1.016,3.87,2,2,8.04,5.88,77.15,0.75,74.17,11.01,0.243,-0.67,0.056,424.0,114.9,3.411,0,LOW
19.52,283.25,0.499,2,0.766,0.134,2,3,8.38,2.21,67.15,0.31,71.57,8.65,0.167,-2.2,0.253,686.8,175.2,2.545,0,LOW
10.5,332.45,0.2,4,3.443,0.601,1,1,8.7,0.26,78.98,0.04,75.94,10.8,0.154,-7.61,0.184,131.6,1253.8,2.805,0,LOW
15.83,215.75,-0.396,3,6.053,3.107,0,2,10.86,180.85,522.93,17.78,100.0,95.0,0.98,-4.39,0.221,163.9,250.0,0.796,1,CRITICAL
34.22,67.36,-0.21,4,1.573,1.18,1,0,8.53,353.19,901.1,53.74,100.0,95.0,0.98,-12.46,0.134,499.6,528.4,0.214,1,CRITICAL
24.88,281.59,0.13,2,1.982,3.065,0,1,7.44,3.43,74.2,0.43,72.13,9.63,0.363,0.45,0.142,234.0,674.9,1.94,0,LOW
12.03,344.09,-0.317,4,0.43,3.512,2,1,9.72,28.83,92.55,3.34,82.11,17.14,0.403,0.3,0.052,182.3,333.5,2.2,0,LOW
19.9,208.88,-0.254,1,0.58,1.144,3,1,8.45,71.93,167.09,11.56,100.0,38.71,0.507,-8.35,0.069,89.7,47.9,1.05,1,HIGH
40.6,245.52,0.471,3,2.941,0.887,2,1,14.0,12.82,51.46,1.62,76.67,7.1,0.483,-0.71,0.16,215.1,1225.8,1.151,1,HIGH
16.92,121.49,-0.215,2,0.379,0.696,1,3,8.14,58.66,129.53,11.72,91.1,28.28,0.534,-1.69,0.26,132.0,268.9,1.929,0,LOW
11.25,137.35,0.334,3,0.79,0.92,0,0,10.22,109.2,246.02,15.0,100.0,44.28,0.662,-2.44,0.121,178.4,84.1,2.014,0,MODERATE
29.68,264.48,0.439,2,0.936,1.195,1,0,9.44,126.91,376.28,17.49,100.0,67.73,0.98,-6.82,0.183,531.4,658.0,0.535,1,CRITICAL
4.63,334.0,-0.257,4,2.054,3.662,1,3,2.99,79.66,177.04,17.32,97.03,40.48,0.554,-1.6,0.289,523.1,961.4,3.622,0,MODERATE
18.89,226.44,-0.311,5,0.163,3.257,1,1,5.88,5.54,50.61,0.71,61.78,6.29,0.321,-4.46,0.094,5.9,593.3,1.65,0,LOW
42.46,284.35,-0.097,4,2.424,0.108,0,2,6.53,27.84,67.51,2.74,68.36,8.31,0.557,-0.03,0.342,221.0,265.9,0.643,1,CRITICAL
19.58,61.79,-0.381,2,9.242,3.684,3,0,4.2,222.41,582.4,45.09,100.0,95.0,0.98,-4.56,0.072,842.9,1847.7,0.728,1,CRITICAL
36.02,76.31,0.042,2,0.087,0.423,3,0,6.63,13.92,59.4,2.9,65.94,7.05,0.429,-2.3,0.083,165.4,47.4,1.394,0,LOW
11.16,191.53,-0.072,5,3.489,2.787,2,0,4.48,39.33,117.08,4.39,80.54,16.97,0.38,-0.92,0.138,32.8,71.5,2.396,0,LOW
19.15,63.56,0.126,3,6.324,0.721,0,0,5.06,26.44,101.14,5.38,76.47,13.92,0.364,-4.1,0.071,5.0,144.7,2.328,0,LOW
18.14,228.6,0.489,5,1.311,0.355,3,2,8.03,14.96,74.26,2.23,73.22,9.79,0.365,-2.9,0.088,146.9,63.8,1.615,0,LOW
28.84,105.0,0.286,3,0.494,3.215,0,2,11.72,25.41,91.09,2.19,85.25,13.98,0.591,1.2,0.144,586.6,267.1,1.453,0,LOW
23.02,284.95,0.171,5,0.155,2.016,0,3,4.5,13.66,76.47,2.14,67.58,9.3,0.382,1.34,0.233,625.1,407.6,1.272,0,MODERATE
45.42,290.92,-0.688,5,3.614,2.556,1,0,4.83,136.35,313.22,27.11,100.0,72.74,0.98,-6.67,0.055,303.4,162.5,0.183,1,CRITICAL
16.38,166.96,0.155,4,2.812,1.844,1,1,6.33,12.46,63.17,1.69,66.61,7.57,0.301,-3.0,0.116,855.8,13.8,1.887,0,LOW
22.87,65.09,0.603,1,0.912,0.375,1,2,7.18,63.5,169.33,9.98,100.0,30.48,0.541,-3.86,0.168,21.0,369.9,1.184,0,MODERATE
18.53,232.84,-1.0,3,6.235,3.132,0,0,4.11,185.43,500.51,18.48,100.0,95.0,0.98,-4.75,0.159,129.6,370.2,0.694,1,CRITICAL
21.96,357.4,0.241,5,4.655,3.463,0,2,5.96,198.26,447.52,39.24,100.0,80.55,0.98,-5.5,0.128,440.5,921.0,0.264,1,CRITICAL
20.87,224.13,-0.056,5,1.132,0.27,3,1,5.76,59.63,168.18,5.66,99.18,30.03,0.552,0.84,0.166,512.9,49.0,0.939,1,HIGH
12.85,12.88,-0.297,2,4.899,1.64,1,3,8.2,20.54,118.95,1.91,87.83,21.27,0.254,2.22,0.218,26.9,209.1,3.028,0,LOW
33.24,6.23,0.28,3,0.984,2.385,1,0,8.44,18.52,60.98,3.9,69.7,7.65,0.485,2.94,0.156,247.7,118.6,1.45,0,LOW
14.85,115.33,0.598,4,3.937,2.581,2,0,7.16,89.45,177.62,18.1,100.0,31.97,0.566,2.41,0.054,307.2,48.8,1.288,1,HIGH
14.23,70.48,0.271,3,0.442,2.47,0,1,6.67,256.62,589.8,41.18,100.0,95.0,0.98,-10.28,0.158,70.3,161.4,0.877,1,CRITICAL
7.95,292.7,-0.13,4,4.125,2.941,2,0,5.94,5.25,39.17,0.5,58.22,4.73,0.145,-1.78,0.054,9.5,735.4,4.135,0,LOW
16.1,304.13,-0.33,4,0.955,4.064,1,2,7.61,101.28,322.9,15.84,100.0,70.27,0.749,-4.96,0.168,5.9,120.5,0.373,1,CRITICAL
14.74,93.1,0.051,5,2.974,1.701,2,3,5.35,8.53,32.76,1.78,55.12,3.25,0.193,-3.62,0.373,124.5,1101.6,2.234,0,LOW
3.0,117.23,0.306,1,0.663,2.382,2,0,10.9,23.02,87.25,3.81,82.55,12.96,0.251,1.86,0.191,38.2,530.4,15.563,0,LOW
5.34,85.05,-0.135,1,4.531,2.966,3,0,4.2,54.35,164.24,5.86,95.13,34.65,0.483,-1.24,0.084,237.1,45.2,5.196,0,LOW
19.47,327.02,-0.102,1,0.22,2.529,1,0,6.06,22.93,96.54,4.74,76.79,16.09,0.341,-5.63,0.346,80.5,112.8,2.242,0,LOW
