sample_id,latitude,longitude,timestamp,year,region,district,mountain_belt,label_landslide,risk_category,susceptibility_score,geotechnical_fs,elevation,slope,aspect,curvature,plan_curvature,profile_curvature,roughness,twi,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_48h,rain_72h,rain_7d,rain_15d,rain_30d,soil_type,soil_depth,lithology,lithology_grade,geomorphology,landcover,lulc_class,ndvi,distance_to_stream_m,flow_accumulation,distance_to_fault_km,sar_coherence_loss,sar_backscatter_diff_db,ndvi_change,population_density,distance_to_road_m,distance_to_bridge_m,distance_to_hospital_m,gsi_susceptibility,data_quality,source_count
SMP-NEG-01476,30.41694,79.76694,2022-03-15T12:00:00,2022,Uttarakhand,Chamoli,Himalayas,0,LOW,0.223,2.572,3500.0,3.66,228.08,-0.009751649801409183,0.0,0.0,0.3090929080543485,4.38,3.5,8.0,15.8,18.4,36.0,53.9,98.3,132.8,182.4,248.1,Residual Sandy Loam Over Crystalline Rock,0.88,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.767,1228.7,70.8,25.78,0.1,0.28,0.023,128.3,3322.1,4087.8,22879.6,Low,VALID,4
SMP-POS-00735,30.3832,79.73033,2021-02-07T10:00:00,2021,Uttarakhand,Chamoli,Himalayas,1,HIGH,0.89,0.996,5690.471754461247,54.24,343.13,-0.639500451630558,-0.5867455386622669,-0.15380812673729125,6.643761053386609,6.36,0.0,0.0,0.0,0.0,0.0,0.0,5.6,15.9,15.9,15.9,Massive Migmatite / Quartzite & Hanging Glacier Ice,2.52,Higher Himalayan Crystallines (Vaikrita Group Gneiss),3,Glaciated Cirque Wall & Deep V-Shaped Gorge,Permafrost / Bare Rock & Alpine Meadow,2,0.374,17.8,354.8,0.61,0.95,6.65,-0.305,21.9,3500.0,2940.3,27035.3,Very High,VALID,4
SMP-NEG-00916,14.34594,74.56394,2019-03-15T12:00:00,2019,Karnataka,Uttara Kannada,Western Ghats,0,LOW,0.117,3.299,30.0,6.97,152.44,-0.00626122133368683,0.0,0.0,0.5340309332641296,5.05,3.3,6.6,9.4,21.9,34.4,60.6,79.3,138.1,198.4,278.8,Residual Sandy Loam Over Crystalline Rock,0.98,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.849,3104.6,47.8,41.62,0.087,0.76,-0.002,49.5,3239.6,4759.3,27287.9,Low,VALID,4
SMP-NEG-00464,31.13619,77.17019,2023-01-15T12:00:00,2023,Himachal Pradesh,Shimla,Himalayas,0,LOW,0.234,3.47,1351.8515881292533,2.82,149.93,0.05,0.0,0.0,0.2,5.28,0.1,1.8,7.0,20.7,29.7,63.5,107.8,161.1,204.3,352.9,Residual Sandy Loam Over Crystalline Rock,0.68,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.726,665.5,253.0,41.08,0.182,0.08,0.045,36.9,1948.0,1517.4,18538.2,Low,VALID,4
SMP-POS-00943,30.38563,79.72656,2021-02-07T10:00:00,2021,Uttarakhand,Chamoli,Himalayas,1,HIGH,0.846,1.198,5693.982373971268,50.72,311.99,-0.6160931026085499,-0.03295504528644444,-0.37100450201256635,5.963925359495809,9.47,0.0,0.0,0.0,0.0,0.0,0.0,4.7,13.4,13.4,13.4,Massive Migmatite / Quartzite & Hanging Glacier Ice,1.98,Higher Himalayan Crystallines (Vaikrita Group Gneiss),3,Glaciated Cirque Wall & Deep V-Shaped Gorge,Permafrost / Bare Rock & Alpine Meadow,2,0.544,13.1,243.7,0.87,0.99,6.72,-0.529,21.2,3500.0,3861.3,35579.3,Very High,VALID,4
SMP-NEG-00423,30.32275,79.67275,2021-03-15T12:00:00,2021,Uttarakhand,Chamoli,Himalayas,0,LOW,0.116,2.771,3500.0,8.64,269.66,0.05,0.0,0.0,0.6521768497132399,4.16,1.4,3.0,12.2,14.4,28.9,56.6,98.3,185.9,222.1,297.5,Residual Sandy Loam Over Crystalline Rock,1.2,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.722,525.1,186.4,22.93,0.111,-0.12,-0.049,61.0,1923.4,2486.8,16606.3,Low,VALID,4
SMP-POS-02491,30.74128,79.06676,2013-06-16T18:30:00,2013,Uttarakhand,Rudraprayag,Himalayas,1,CRITICAL,0.929,0.672,3515.51592410271,50.27,188.36,-0.7597892955626074,-0.10407253416163345,-0.17366085610815205,5.589525838922058,10.6,4.2,15.3,28.4,62.1,119.3,138.7,160.0,190.3,192.6,196.6,Glacial Till & Colluvial Boulders,4.53,Central Crystalline Biotite Gneiss & Granulite,3,Moraine Ridge & Glacio-Fluvial Outwash Plain,Bare Rock / Sparse Glacial Moraine & Town,2,0.425,24.6,1786.8,0.91,0.929,6.05,-0.218,112.0,96.9,170.6,17990.3,Very High,VALID,4
SMP-NEG-01094,10.17609,77.03009,2022-11-15T12:00:00,2022,Kerala,Idukki,Western Ghats,0,LOW,0.209,2.745,1374.1449041229644,4.32,331.63,-0.02838911812770131,0.0,0.0,0.42349447879718555,3.68,0.1,5.8,12.1,26.4,38.3,65.7,98.2,135.3,189.9,292.4,Residual Sandy Loam Over Crystalline Rock,0.56,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.726,2149.1,28.2,18.62,0.058,0.93,0.036,48.7,5402.4,6083.7,25667.9,Low,VALID,4
SMP-POS-02195,24.78466,93.62005,2022-06-30T00:30:00,2022,Manipur,Noney,Himalayas,1,CRITICAL,0.834,0.76,548.0026205507286,40.13,243.38,-0.5558333361739839,-0.24965356240176761,-0.4334614796334747,4.9722064296246264,11.86,0.0,0.0,0.0,1.8,4.9,17.8,39.3,63.3,224.5,345.7,Weathered Shale / Siltstone Colluvium,4.84,Disang Group Splintery Shale & Siltstone,5,Ijei River Valley Slope Cut,Railway Yard Infrastructure & Secondary Bamboo,1,0.501,23.7,301.9,3.39,0.919,4.84,-0.18,90.3,182.2,176.3,19704.8,Very High,VALID,4
SMP-NEG-00368,19.22316,73.75016,2017-12-15T12:00:00,2017,Maharashtra,Pune,Western Ghats,0,LOW,0.089,2.452,171.87297181014196,3.0,175.53,-0.05,0.0,0.0,0.2515628196962459,5.8,2.0,8.0,13.9,16.8,28.2,57.3,89.3,157.2,270.2,377.9,Residual Sandy Loam Over Crystalline Rock,0.42,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.878,1781.9,16.7,28.3,0.186,0.4,-0.012,55.0,3643.7,7120.5,33877.4,Low,VALID,4
SMP-NEG-01033,14.29784,74.51584,2019-03-15T12:00:00,2019,Karnataka,Uttara Kannada,Western Ghats,0,LOW,0.076,2.722,30.0,1.5,100.47,0.026455452784488468,0.0,0.0,0.2,5.35,2.9,5.8,7.3,15.4,21.2,54.7,76.7,107.5,157.9,326.4,Residual Sandy Loam Over Crystalline Rock,0.57,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.681,2294.5,16.4,25.47,0.08,0.53,-0.02,68.6,4151.1,2371.3,27929.0,Low,VALID,4
SMP-POS-02223,23.7359,92.72193,2024-05-28T06:00:00,2024,Mizoram,Aizawl,Himalayas,1,CRITICAL,0.945,0.835,1034.7157225109274,36.11,97.12,-0.8305128508613967,-0.3797633560407745,-0.7588092776477746,4.412684575406654,10.79,0.0,0.4,1.8,15.0,63.7,85.2,105.0,149.5,166.1,226.0,Sandstone & Siltstone Weathered Overburden,5.02,Surma Group Sandstone & Shale Intercalations,4,Anticlinal Ridge Flank & Stone Quarry Cut,Quarry Site & Peri-Urban Hill Settlement,1,0.612,106.4,554.0,5.4,0.904,3.29,-0.365,739.1,40.7,945.3,5646.6,High,VALID,4
SMP-NEG-00925,10.18799,77.04199,2016-02-15T12:00:00,2016,Kerala,Idukki,Western Ghats,0,LOW,0.155,1.852,1385.9783467830507,8.78,64.04,0.04837173298240776,0.0,0.0,0.6554321156801254,3.04,0.4,4.2,7.2,13.3,35.4,58.8,73.5,100.2,189.1,260.2,Residual Sandy Loam Over Crystalline Rock,0.56,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.788,3218.3,60.7,25.33,0.158,1.0,-0.024,84.7,5187.4,4087.3,4106.6,Low,VALID,4
SMP-NEG-02009,30.33424,79.68424,2016-01-15T12:00:00,2016,Uttarakhand,Chamoli,Himalayas,0,LOW,0.172,2.417,3500.0,2.94,305.2,-0.006803015398101772,0.0,0.0,0.3545338688842713,2.89,0.9,1.9,11.6,24.7,47.9,79.7,120.3,173.4,273.0,394.0,Residual Sandy Loam Over Crystalline Rock,0.44,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.681,1497.8,35.4,29.59,0.169,0.09,0.049,64.4,2259.1,5864.8,16423.8,Low,VALID,4
SMP-POS-00163,30.38071,79.73433,2021-02-07T10:00:00,2021,Uttarakhand,Chamoli,Himalayas,1,HIGH,0.83,1.367,5482.238597210268,56.2,312.83,-0.4056801751941517,-0.23545507451934253,-0.2625408900353563,6.9818747806137145,11.29,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.3,14.3,14.3,Massive Migmatite / Quartzite & Hanging Glacier Ice,1.84,Higher Himalayan Crystallines (Vaikrita Group Gneiss),2,Glaciated Cirque Wall & Deep V-Shaped Gorge,Permafrost / Bare Rock & Alpine Meadow,2,0.671,11.9,318.9,0.81,0.911,6.34,-0.544,25.1,2687.7,2554.2,34718.8,Very High,VALID,4
SMP-NEG-02844,31.50242,78.07842,2016-12-15T12:00:00,2016,Himachal Pradesh,Kinnaur,Himalayas,0,LOW,0.104,2.569,1804.3378465560354,6.24,333.17,0.020263702689205743,0.0,0.0,0.47802878744664773,3.2,2.6,4.7,9.6,18.0,30.7,39.5,62.2,96.1,134.8,220.7,Residual Sandy Loam Over Crystalline Rock,0.71,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.655,3290.9,14.7,16.92,0.109,0.03,0.046,28.4,4239.8,11800.6,31146.0,Low,VALID,4
SMP-NEG-01305,18.9459,73.2669,2022-11-15T12:00:00,2022,Maharashtra,Raigad,Western Ghats,0,LOW,0.144,2.646,30.0,3.5,1.09,-0.01615623195756798,0.0,0.0,0.29339504648995146,5.15,1.9,2.7,10.9,19.3,24.7,36.8,56.8,140.8,212.2,384.5,Residual Sandy Loam Over Crystalline Rock,0.62,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.876,3358.8,90.9,36.0,0.212,0.95,-0.036,134.9,389.6,3375.5,9237.4,Low,VALID,4
SMP-POS-02944,14.36536,74.57872,2024-07-16T08:30:00,2024,Karnataka,Uttara Kannada,Western Ghats,1,CRITICAL,0.948,0.398,50.0,46.97,276.04,-0.39804122747144266,-0.3218462976958461,-0.20135232531098013,5.094950762918533,9.44,1.9,4.4,9.9,36.8,87.7,181.4,263.2,398.6,693.3,1229.5,Laterite Over Crystalline Gneiss,3.75,Peninsular Gneiss Overlain by Deep Laterite Soil,5,Coastal Hill Foot & Gangavali River Scour,National Highway NH-66 Corridor & Scrub,3,0.371,37.3,128.3,8.24,0.794,3.48,-0.321,119.9,8.7,693.5,7469.8,Very High,VALID,4
SMP-POS-01711,30.7347,79.06799,2013-06-16T18:30:00,2013,Uttarakhand,Rudraprayag,Himalayas,1,CRITICAL,0.85,0.64,3668.933967252765,46.24,192.65,-0.4052443434774183,-0.49284969439865267,-0.3786848541332733,5.15821741002111,12.76,4.1,15.0,27.7,60.7,116.7,135.6,156.5,186.1,188.4,192.3,Glacial Till & Colluvial Boulders,2.33,Central Crystalline Biotite Gneiss & Granulite,4,Moraine Ridge & Glacio-Fluvial Outwash Plain,Bare Rock / Sparse Glacial Moraine & Town,2,0.533,26.7,259.3,1.86,0.958,6.01,-0.443,138.8,84.7,206.6,21513.3,Very High,VALID,4
SMP-POS-01971,30.73296,79.06686,2013-06-16T18:30:00,2013,Uttarakhand,Rudraprayag,Himalayas,1,CRITICAL,0.799,0.494,3578.8597835351684,48.71,156.71,-0.5895146990097727,0.10394534703039698,-0.35595275420432915,6.084829330244396,10.05,4.3,15.5,28.7,62.7,120.6,140.1,161.7,192.3,194.6,198.7,Glacial Till & Colluvial Boulders,3.98,Central Crystalline Biotite Gneiss & Granulite,4,Moraine Ridge & Glacio-Fluvial Outwash Plain,Bare Rock / Sparse Glacial Moraine & Town,1,0.658,13.2,406.0,1.34,0.978,6.12,-0.344,105.8,77.1,374.4,16954.4,Very High,VALID,4
SMP-POS-00604,14.36428,74.57568,2024-07-16T08:30:00,2024,Karnataka,Uttara Kannada,Western Ghats,1,CRITICAL,0.923,0.471,108.32911509717654,55.59,280.31,-0.29258923610805077,-0.5136552584059884,-0.2002171198071171,6.67746233283181,11.36,2.1,4.8,10.7,39.9,95.0,196.5,285.1,431.8,751.1,1331.9,Laterite Over Crystalline Gneiss,3.39,Peninsular Gneiss Overlain by Deep Laterite Soil,5,Coastal Hill Foot & Gangavali River Scour,National Highway NH-66 Corridor & Scrub,3,0.655,50.8,187.0,9.08,0.816,3.51,-0.349,195.7,12.0,468.8,7627.1,Very High,VALID,4
SMP-NEG-01289,10.20453,77.05853,2017-11-15T12:00:00,2017,Kerala,Idukki,Western Ghats,0,LOW,0.067,2.335,931.8929570879336,4.95,250.35,-0.01581704227457598,0.0,0.0,0.348183710600491,3.15,1.3,3.0,13.0,27.7,34.5,49.0,86.3,150.6,187.6,244.1,Residual Sandy Loam Over Crystalline Rock,0.53,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.75,3075.2,40.3,18.51,0.105,-0.76,-0.031,72.0,1973.2,7834.0,14818.9,Low,VALID,4
SMP-NEG-00044,18.84521,73.16621,2022-12-15T12:00:00,2022,Maharashtra,Raigad,Western Ghats,0,LOW,0.151,3.372,96.98161485130237,1.5,335.6,0.04378110748579197,0.0,0.0,0.2,3.89,2.0,4.5,12.5,21.8,39.4,72.4,84.4,122.8,233.6,386.7,Residual Sandy Loam Over Crystalline Rock,0.55,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.689,2949.2,62.3,39.83,0.137,0.64,0.035,104.6,5526.7,1578.9,34032.9,Low,VALID,4
SMP-POS-00865,30.3836,79.72992,2021-02-07T10:00:00,2021,Uttarakhand,Chamoli,Himalayas,1,CRITICAL,0.873,0.824,5603.39920503445,50.05,330.82,0.2146151990386611,-0.35343425539122664,-0.27050815192049066,5.421085118901114,6.07,0.0,0.0,0.0,0.0,0.0,0.0,5.9,16.8,16.8,16.8,Massive Migmatite / Quartzite & Hanging Glacier Ice,4.77,Higher Himalayan Crystallines (Vaikrita Group Gneiss),3,Glaciated Cirque Wall & Deep V-Shaped Gorge,Permafrost / Bare Rock & Alpine Meadow,2,0.638,20.7,356.9,0.76,0.902,6.5,-0.233,26.2,1091.4,2681.0,35648.2,Very High,VALID,4
SMP-POS-02792,31.54367,78.11611,2021-08-11T11:45:00,2021,Himachal Pradesh,Kinnaur,Himalayas,1,CRITICAL,0.855,0.676,1967.7522833583062,61.75,152.19,-0.2161913152867871,-0.1471595658004979,-0.06916914323837672,7.761941727422179,11.54,0.0,0.0,0.0,2.1,2.1,3.5,7.7,15.1,70.9,168.5,Jointed Quartzite & Gneiss Boulders,4.66,Wangtu Gneissic Complex with Intense Jointing,3,Steep Valley Gorge of Sutlej River,National Highway NH-05 Cut & Sparse Pine,3,0.417,40.4,187.8,2.17,0.919,4.36,-0.32,45.5,2.0,597.5,15157.3,Very High,VALID,4
SMP-NEG-01697,30.35885,79.70885,2021-03-15T12:00:00,2021,Uttarakhand,Chamoli,Himalayas,0,LOW,0.144,2.239,3500.0,2.15,353.49,0.05,0.0,0.0,0.2,3.38,0.8,4.0,7.3,11.4,20.2,48.3,64.7,119.5,230.0,350.5,Residual Sandy Loam Over Crystalline Rock,0.56,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.748,2562.6,58.4,36.36,0.146,-0.21,0.002,132.1,800.4,4606.0,8086.9,Low,VALID,4
SMP-NEG-02098,18.86878,73.18978,2018-12-15T12:00:00,2018,Maharashtra,Raigad,Western Ghats,0,LOW,0.224,2.17,30.0,8.52,247.4,-0.00021713100998947327,0.0,0.0,0.6759250413934452,5.2,3.8,5.7,15.0,24.9,31.2,62.4,95.5,116.1,232.8,328.2,Residual Sandy Loam Over Crystalline Rock,0.5,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.651,2668.2,88.3,40.72,0.166,-0.71,0.016,23.5,3890.5,8922.9,33518.0,Low,VALID,4
SMP-NEG-00584,27.55042,88.50742,2016-02-15T12:00:00,2016,Sikkim,Mangan,Himalayas,0,LOW,0.222,4.69,1431.3762138349816,3.93,145.06,0.025240773374802742,0.0,0.0,0.39940243650889107,4.45,0.1,1.0,8.9,11.9,35.7,48.9,89.9,176.4,244.9,362.9,Residual Sandy Loam Over Crystalline Rock,0.66,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.857,1956.3,269.5,43.85,0.12,-0.07,0.036,98.6,5724.9,4790.1,5635.5,Low,VALID,4
SMP-NEG-01328,10.20567,77.05967,2018-01-15T12:00:00,2018,Kerala,Idukki,Western Ghats,0,LOW,0.089,3.754,1396.4486320177864,7.29,233.04,0.03936537265260504,0.0,0.0,0.5012545222757638,4.48,3.2,3.9,13.1,21.0,29.5,52.5,85.2,151.5,255.7,383.1,Residual Sandy Loam Over Crystalline Rock,0.56,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.751,2852.9,47.2,11.53,0.12,0.14,-0.019,15.8,5111.3,11679.5,30308.4,Low,VALID,4
SMP-NEG-01204,30.8104,79.1424,2022-03-15T12:00:00,2022,Uttarakhand,Rudraprayag,Himalayas,0,LOW,0.048,3.11,3060.46344648135,1.7,202.45,-0.026107424904559678,0.0,0.0,0.3172701954602829,3.55,1.5,7.4,12.1,16.7,23.0,47.1,80.2,128.2,243.6,299.7,Residual Sandy Loam Over Crystalline Rock,0.83,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.821,1771.1,76.9,38.63,0.086,0.2,0.033,139.8,4516.5,6906.3,33387.8,Low,VALID,4
SMP-NEG-00667,19.23524,73.76224,2021-12-15T12:00:00,2021,Maharashtra,Pune,Western Ghats,0,LOW,0.18,4.47,468.7615898024113,2.5,195.65,-0.009196063964084145,0.0,0.0,0.2,5.18,3.2,7.0,12.7,20.9,32.6,64.2,90.5,125.5,222.7,316.6,Residual Sandy Loam Over Crystalline Rock,0.58,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.832,1759.5,24.7,32.88,0.158,0.02,0.042,18.1,4947.4,5279.7,10451.8,Low,VALID,4
SMP-NEG-00242,30.65917,78.99117,2018-12-15T12:00:00,2018,Uttarakhand,Rudraprayag,Himalayas,0,LOW,0.102,4.766,2964.9014972103973,2.6,163.59,0.01123525750960649,0.0,0.0,0.2978834484667528,5.12,1.6,3.8,10.3,15.9,26.3,36.4,60.3,123.0,176.8,343.1,Residual Sandy Loam Over Crystalline Rock,1.18,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.683,2004.4,33.3,22.56,0.096,0.01,-0.011,59.6,2799.7,5848.3,15079.3,Low,VALID,4
SMP-POS-00695,14.36013,74.58079,2024-07-16T08:30:00,2024,Karnataka,Uttara Kannada,Western Ghats,1,CRITICAL,0.954,0.769,84.75084642696547,43.64,285.89,-0.4913881906006059,-0.1243583976407322,-0.24831965689307334,5.380390421339538,7.75,1.8,4.0,9.1,33.8,80.6,166.7,241.8,366.3,637.0,1129.7,Laterite Over Crystalline Gneiss,1.94,Peninsular Gneiss Overlain by Deep Laterite Soil,5,Coastal Hill Foot & Gangavali River Scour,National Highway NH-66 Corridor & Scrub,1,0.539,40.7,612.5,6.42,0.786,3.39,-0.234,198.0,10.5,585.2,6139.7,Very High,VALID,4
SMP-POS-00582,31.54291,78.11811,2021-08-11T11:45:00,2021,Himachal Pradesh,Kinnaur,Himalayas,1,CRITICAL,0.851,0.877,2258.704269999532,50.42,178.75,-0.20868821900631748,0.05284951999617743,-0.771692828441493,6.066687268929521,10.11,0.0,0.0,0.0,1.9,1.9,3.1,6.9,13.5,63.5,150.7,Jointed Quartzite & Gneiss Boulders,3.88,Wangtu Gneissic Complex with Intense Jointing,2,Steep Valley Gorge of Sutlej River,National Highway NH-05 Cut & Sparse Pine,2,0.323,77.1,668.0,1.94,0.859,4.3,-0.346,83.9,2.0,886.6,15212.3,Very High,VALID,4
SMP-POS-00864,14.36181,74.57625,2024-07-16T08:30:00,2024,Karnataka,Uttara Kannada,Western Ghats,1,CRITICAL,0.97,0.404,117.73418273074225,42.26,268.25,-0.09843981317209077,-0.08621833873054319,0.010718962089965534,5.057624900115063,11.6,2.1,4.7,10.7,39.5,94.2,194.9,282.7,428.2,744.7,1320.7,Laterite Over Crystalline Gneiss,3.71,Peninsular Gneiss Overlain by Deep Laterite Soil,5,Coastal Hill Foot & Gangavali River Scour,National Highway NH-66 Corridor & Scrub,3,0.448,23.3,394.2,5.5,0.794,3.54,-0.414,205.5,7.2,834.9,7982.8,Very High,VALID,4
SMP-POS-01772,19.16454,73.68888,2014-07-30T03:00:00,2014,Maharashtra,Pune,Western Ghats,1,CRITICAL,0.966,0.766,756.0601227660153,32.13,187.24,-0.42708600816855025,-0.22180614360010692,-0.32019522098363706,3.683551344227536,9.92,1.4,3.1,6.1,19.8,70.3,159.3,212.7,309.3,607.4,770.0,Weathered Basalt & Clayey Silt,4.02,Deccan Trap Basaltic Lava Flows (Amygdaloidal Basalt),4,Terraced Basaltic Ridge,Agricultural Paddy Terraces & Slope Cuts,2,0.361,79.7,231.6,6.79,0.741,3.05,-0.268,228.4,69.2,4057.2,18064.7,High,VALID,4
SMP-POS-00382,18.92279,73.23449,2023-07-19T22:30:00,2023,Maharashtra,Raigad,Western Ghats,1,CRITICAL,0.886,0.672,512.0881029495717,50.37,282.78,-0.3779617760215782,-0.34053802970190666,-0.533573061458342,6.376888909397623,10.39,1.2,4.2,21.2,38.1,71.9,120.2,169.5,256.7,533.4,983.8,Basaltic Boulder Colluvium,3.84,Deccan Volcanic Basalt Jointed Columnar,3,Escarpment & Talus Cone,Dense Scrub & Tribal Hamlet,3,0.38,262.2,752.9,4.21,0.844,3.55,-0.368,63.9,2650.3,7738.5,11433.8,Very High,VALID,4
SMP-POS-02376,31.54866,78.11872,2021-08-11T11:45:00,2021,Himachal Pradesh,Kinnaur,Himalayas,1,CRITICAL,0.783,0.873,2186.1870866600793,56.67,146.01,-0.5634805708559827,-0.13926760571892233,-0.08427822673695554,6.629375303591459,9.59,0.0,0.0,0.0,2.5,2.5,4.1,9.0,17.7,83.1,197.4,Jointed Quartzite & Gneiss Boulders,3.09,Wangtu Gneissic Complex with Intense Jointing,2,Steep Valley Gorge of Sutlej River,National Highway NH-05 Cut & Sparse Pine,1,0.38,41.4,842.5,1.98,0.949,4.23,-0.418,59.0,2.0,1526.5,15586.8,Very High,VALID,4
SMP-NEG-00992,19.2209,73.7479,2021-02-15T12:00:00,2021,Maharashtra,Pune,Western Ghats,0,LOW,0.053,2.749,106.41568355965615,6.05,345.48,0.0020555105992033566,0.0,0.0,0.37927472276995544,4.63,4.0,9.5,14.3,19.4,32.0,47.6,80.3,149.8,192.3,279.7,Residual Sandy Loam Over Crystalline Rock,1.15,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.796,2546.9,13.1,23.33,0.179,0.69,0.004,127.1,5710.1,9631.3,28015.0,Low,VALID,4
SMP-POS-01606,30.38352,79.73112,2021-02-07T10:00:00,2021,Uttarakhand,Chamoli,Himalayas,1,HIGH,0.864,1.015,5648.097223034126,50.28,310.39,-0.04206870657237599,-0.14762066604656604,-0.31463156458548447,6.239777019549745,8.33,0.0,0.0,0.0,0.0,0.0,0.0,5.9,16.9,16.9,16.9,Massive Migmatite / Quartzite & Hanging Glacier Ice,2.73,Higher Himalayan Crystallines (Vaikrita Group Gneiss),2,Glaciated Cirque Wall & Deep V-Shaped Gorge,Permafrost / Bare Rock & Alpine Meadow,3,0.384,6.7,836.7,0.97,0.987,6.81,-0.257,31.9,1651.6,3314.0,33134.0,Very High,VALID,4
SMP-POS-02771,10.16141,77.01828,2020-08-06T22:45:00,2020,Kerala,Idukki,Western Ghats,1,CRITICAL,0.855,0.552,1566.7147330589835,42.38,275.7,-0.33593538228534503,-0.49757323140550924,-0.36071349517753215,5.333739444841964,7.84,1.6,5.6,19.4,45.4,100.0,176.1,247.7,452.1,548.6,775.1,Saprolite / Residual Clay Over Granite,2.71,Granitic Gneiss with Heavy Weathering Shell,5,Denudational Hill Slope,Tea Estate Line Quarters & Montane Grassland,2,0.413,57.7,343.7,4.74,0.866,3.43,-0.475,272.9,21.9,613.8,13514.4,Very High,VALID,4
SMP-NEG-01223,11.46056,76.05626,2021-03-15T12:00:00,2021,Kerala,Wayanad,Western Ghats,0,LOW,0.17,2.445,747.0504517781769,2.66,154.55,-0.018547967016631826,0.0,0.0,0.26116147938687734,5.71,2.7,6.9,9.6,15.8,36.7,70.7,103.4,133.1,235.1,408.9,Residual Sandy Loam Over Crystalline Rock,0.98,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.827,1147.3,53.1,31.74,0.101,1.47,-0.029,68.1,826.1,5704.6,9315.6,Low,VALID,4
SMP-NEG-00789,31.14961,77.18361,2021-12-15T12:00:00,2021,Himachal Pradesh,Shimla,Himalayas,0,LOW,0.141,2.435,1367.5274552931837,1.5,2.16,0.0057191669469186775,0.0,0.0,0.23984707711903552,4.94,2.9,6.3,11.9,19.7,35.8,49.3,73.2,131.8,227.8,380.0,Residual Sandy Loam Over Crystalline Rock,1.09,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.73,2208.2,60.1,22.88,0.081,-0.59,0.037,32.2,2181.8,906.6,8671.2,Low,VALID,4
SMP-NEG-00398,30.71159,79.04359,2016-02-15T12:00:00,2016,Uttarakhand,Rudraprayag,Himalayas,0,LOW,0.201,3.722,3132.4729651832395,7.1,242.61,0.025884558815351816,0.0,0.0,0.5747907972664226,4.08,1.7,4.1,5.6,15.5,36.5,64.6,95.0,140.0,232.5,351.3,Residual Sandy Loam Over Crystalline Rock,1.07,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.713,671.6,10.2,35.49,0.183,1.07,-0.002,74.6,3696.1,1471.0,29877.6,Low,VALID,4
SMP-NEG-00253,14.34512,74.56312,2017-02-15T12:00:00,2017,Karnataka,Uttara Kannada,Western Ghats,0,LOW,0.184,4.177,30.0,1.77,149.93,-0.016032955008598176,0.0,0.0,0.3038324090382487,5.5,0.4,3.4,7.8,13.1,24.4,41.0,67.9,146.9,220.7,297.8,Residual Sandy Loam Over Crystalline Rock,0.46,Unweathered Crystalline Basement,1,Planar Ridge Plateau / Pediment,Undisturbed Evergreen Canopy,0,0.73,845.4,127.4,44.81,0.055,-0.15,0.016,103.7,5129.3,5108.5,5593.6,Low,VALID,4
